519	.531624	.113465
583	.750100	.171232
647	1.026286	.217860
711	1.348850	.283622
775	1.755890	.376020
839	2.214960	.468688
903	2.770080	.616672
967	3.399620	.717908
1031	4.140780	.869436
1095	4.932900	1.041832
1159	5.860860	1.232002
1223	6.896200	1.451362
1287	8.010500	1.693568
1351	9.260280	1.953694
1415	10.662680	2.242740
1479	12.156420	2.554580
1543	13.753760	2.886640
