100000000 0.250676 0.248996 0.125125 0.0886216 0.0688388
200000000 0.551518 0.497828 0.25013 0.17208 0.134718
300000000 0.863858 0.755536 0.377856 0.257356 0.199474
400000000 1.17339 0.996448 0.501126 0.341988 0.26522
500000000 1.47902 1.24404 0.625016 0.428152 0.338452
600000000 1.78952 1.49491 0.750184 0.512546 0.397552
700000000 2.10232 1.74413 0.877492 0.599114 0.461632
800000000 2.41442 1.99149 1.00245 0.68161 0.52802
900000000 8.80226 2.24402 1.121 0.775578 0.586808
