100000000	0.0067471	1.0034	1.82861	2.64149
200000000	0.107848	1.20493	2.20501	3.09387
300000000	0.143371	1.28621	2.35667	3.33068
400000000	0.177573	1.34151	2.43109	3.42421
500000000	0.188885	1.36637	2.45443	3.36995
600000000	0.197075	1.38544	2.49143	3.50135
700000000	0.205369	1.39583	2.50905	3.5541
800000000	0.212369	1.40852	2.54223	3.57259
900000000	2.92254	6.85215	10.3493	14.0002
1000000000	-0.0343597	0.898389	0.971807	-0.101286
